path,title,creator_or_rights_holder,source_url,original_license_or_terms,license_url_or_notes
satellites/sentinel-1/sentinel-1-photo-cut-512px.png,File:Sentinel 1-IMG 5874-white.jpg,Rama,https://commons.wikimedia.org/wiki/File:Sentinel_1-IMG_5874-white.jpg,CC BY-SA 2.0 fr,"derivative of sentinel-1-photo.jpg — cropped, background removed (tools/process_photos.py, rembg 2.0.59 isnet-general-use); licence deed: https://creativecommons.org/licenses/by-sa/2.0/fr/"
satellites/sentinel-1/sentinel-1-photo.jpg,File:Sentinel 1-IMG 5874-white.jpg,Rama,https://commons.wikimedia.org/wiki/File:Sentinel_1-IMG_5874-white.jpg,CC BY-SA 2.0 fr,https://commons.wikimedia.org/wiki/File:Sentinel_1-IMG_5874-white.jpg
satellites/sentinel-1/sentinel-1.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-1c/sentinel-1c-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-1c.svg via tools/render_pngs.mjs
satellites/sentinel-1c/sentinel-1c-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-1c.svg via tools/render_pngs.mjs
satellites/sentinel-1c/sentinel-1c-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-1c/sentinel-1c.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-2/sentinel-2-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-2.svg via tools/render_pngs.mjs
satellites/sentinel-2/sentinel-2-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-2.svg via tools/render_pngs.mjs
satellites/sentinel-2/sentinel-2-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-2/sentinel-2.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-2c/sentinel-2c-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-2c.svg via tools/render_pngs.mjs
satellites/sentinel-2c/sentinel-2c-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-2c.svg via tools/render_pngs.mjs
satellites/sentinel-2c/sentinel-2c-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-2c/sentinel-2c.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-3/sentinel-3-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-3.svg via tools/render_pngs.mjs
satellites/sentinel-3/sentinel-3-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-3.svg via tools/render_pngs.mjs
satellites/sentinel-3/sentinel-3-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-3/sentinel-3.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-4/sentinel-4-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-4.svg via tools/render_pngs.mjs
satellites/sentinel-4/sentinel-4-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-4.svg via tools/render_pngs.mjs
satellites/sentinel-4/sentinel-4-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-4/sentinel-4-photo-cut-1024px.png,File:MTG-S Sentinel 4.jpg,Chtiwiki,https://commons.wikimedia.org/wiki/File:MTG-S_Sentinel_4.jpg,CC BY-SA 3.0,"derivative of sentinel-4-photo.jpg — cropped, background removed (tools/process_photos.py, rembg 2.0.59 u2net); licence deed: https://creativecommons.org/licenses/by-sa/3.0/"
satellites/sentinel-4/sentinel-4-photo-cut-512px.png,File:MTG-S Sentinel 4.jpg,Chtiwiki,https://commons.wikimedia.org/wiki/File:MTG-S_Sentinel_4.jpg,CC BY-SA 3.0,"derivative of sentinel-4-photo.jpg — cropped, background removed (tools/process_photos.py, rembg 2.0.59 u2net); licence deed: https://creativecommons.org/licenses/by-sa/3.0/"
satellites/sentinel-4/sentinel-4-photo.jpg,File:MTG-S Sentinel 4.jpg,Chtiwiki,https://commons.wikimedia.org/wiki/File:MTG-S_Sentinel_4.jpg,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:MTG-S_Sentinel_4.jpg
satellites/sentinel-4/sentinel-4.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-5a/sentinel-5a-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-5a.svg via tools/render_pngs.mjs
satellites/sentinel-5a/sentinel-5a-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-5a.svg via tools/render_pngs.mjs
satellites/sentinel-5a/sentinel-5a-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-5a/sentinel-5a.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-5p/sentinel-5p-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-5p.svg via tools/render_pngs.mjs
satellites/sentinel-5p/sentinel-5p-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-5p.svg via tools/render_pngs.mjs
satellites/sentinel-5p/sentinel-5p-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-5p/sentinel-5p.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-6/sentinel-6-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-6.svg via tools/render_pngs.mjs
satellites/sentinel-6/sentinel-6-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-6.svg via tools/render_pngs.mjs
satellites/sentinel-6/sentinel-6-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-6/sentinel-6-photo-cut-1024px.png,File:Sentinel-6 Jason-CS spacecraft model.png,NASA,https://commons.wikimedia.org/wiki/File:Sentinel-6_Jason-CS_spacecraft_model.png,Public domain,"derivative of sentinel-6-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/sentinel-6/sentinel-6-photo-cut-512px.png,File:Sentinel-6 Jason-CS spacecraft model.png,NASA,https://commons.wikimedia.org/wiki/File:Sentinel-6_Jason-CS_spacecraft_model.png,Public domain,"derivative of sentinel-6-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/sentinel-6/sentinel-6-photo.png,File:Sentinel-6 Jason-CS spacecraft model.png,NASA,https://commons.wikimedia.org/wiki/File:Sentinel-6_Jason-CS_spacecraft_model.png,Public domain,https://commons.wikimedia.org/wiki/File:Sentinel-6_Jason-CS_spacecraft_model.png
satellites/sentinel-6/sentinel-6.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/smos/smos-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from smos.svg via tools/render_pngs.mjs
satellites/smos/smos-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from smos.svg via tools/render_pngs.mjs
satellites/smos/smos-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/smos/smos.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sorce/sorce-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sorce.svg via tools/render_pngs.mjs
satellites/sorce/sorce-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sorce.svg via tools/render_pngs.mjs
satellites/sorce/sorce-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sorce/sorce-photo-cut-1024px.png,File:SORCE spacecraft model.png,NASA,https://commons.wikimedia.org/wiki/File:SORCE_spacecraft_model.png,Public domain,"derivative of sorce-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/sorce/sorce-photo-cut-512px.png,File:SORCE spacecraft model.png,NASA,https://commons.wikimedia.org/wiki/File:SORCE_spacecraft_model.png,Public domain,"derivative of sorce-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/sorce/sorce-photo.png,File:SORCE spacecraft model.png,NASA,https://commons.wikimedia.org/wiki/File:SORCE_spacecraft_model.png,Public domain,https://commons.wikimedia.org/wiki/File:SORCE_spacecraft_model.png
satellites/sorce/sorce.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/swarm/swarm-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from swarm.svg via tools/render_pngs.mjs
satellites/swarm/swarm-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from swarm.svg via tools/render_pngs.mjs
satellites/swarm/swarm-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/swarm/swarm.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/swot/swot-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from swot.svg via tools/render_pngs.mjs
satellites/swot/swot-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from swot.svg via tools/render_pngs.mjs
satellites/swot/swot-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/swot/swot-photo-cut-1024px.png,File:SWOT spacecraft model.png,NASA,https://commons.wikimedia.org/wiki/File:SWOT_spacecraft_model.png,Public domain,"derivative of swot-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/swot/swot-photo-cut-512px.png,File:SWOT spacecraft model.png,NASA,https://commons.wikimedia.org/wiki/File:SWOT_spacecraft_model.png,Public domain,"derivative of swot-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/swot/swot-photo.png,File:SWOT spacecraft model.png,NASA,https://commons.wikimedia.org/wiki/File:SWOT_spacecraft_model.png,Public domain,https://commons.wikimedia.org/wiki/File:SWOT_spacecraft_model.png
satellites/swot/swot.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/terrasar-x/terrasar-x-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from terrasar-x.svg via tools/render_pngs.mjs
satellites/terrasar-x/terrasar-x-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from terrasar-x.svg via tools/render_pngs.mjs
satellites/terrasar-x/terrasar-x-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/terrasar-x/terrasar-x.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/timed/timed-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from timed.svg via tools/render_pngs.mjs
satellites/timed/timed-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from timed.svg via tools/render_pngs.mjs
satellites/timed/timed-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/timed/timed-photo-cut-1024px.png,File:TIMED.jpg,NASA,https://commons.wikimedia.org/wiki/File:TIMED.jpg,Public domain,"derivative of timed-photo.jpg — cropped, background removed (tools/process_photos.py, rembg 2.0.59 isnet-general-use); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/timed/timed-photo-cut-512px.png,File:TIMED.jpg,NASA,https://commons.wikimedia.org/wiki/File:TIMED.jpg,Public domain,"derivative of timed-photo.jpg — cropped, background removed (tools/process_photos.py, rembg 2.0.59 isnet-general-use); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/timed/timed-photo.jpg,File:TIMED.jpg,NASA,https://commons.wikimedia.org/wiki/File:TIMED.jpg,Public domain,https://commons.wikimedia.org/wiki/File:TIMED.jpg
satellites/timed/timed.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
